"Identificador de URL";Nombre;Categorías;"Nombre de propiedad 1";"Valor de propiedad 1";"Nombre de propiedad 2";"Valor de propiedad 2";"Nombre de propiedad 3";"Valor de propiedad 3";Precio;"Precio promocional";"Peso (kg)";"Alto (cm)";"Ancho (cm)";"Profundidad (cm)";Stock;SKU;"Código de barras";"Mostrar en tienda";"Envío sin cargo";Descripción;Tags;"Título para SEO";"Descripción para SEO";Marca;"Producto Físico";"MPN (Número de pieza del fabricante)";Sexo;"Rango de edad";Costo
molde-de-capibara-1rmbt;"Molde Silicona Capibara - Para Amantes de Mascotas";"Moldes de Silicona ";;;;;;;6,500.00;5,500.00;0.04;1.00;1.00;2.00;10;"Molde capibara";;SI;NO;;"animal, animales kawaii, argentina, buenos aires, capibara, capibara llavero, capibara resina, capybara kawaii, comprar moldes argentina, comprar online argentina, envio argentina, formas, molde, molde acabado brillante, molde alta calidad, molde de llavero, molde de oso, molde duradero, molde flexible, molde manualidades, molde osito, molde oso, molde para llavero de resina, molde profesional, molde resina epoxi, molde reutilizable, molde silicona, molde silicona para resina, molde silicona para resina epoxi, moldes para emprender, moldes para vender, moldes resina, moldes silicona, moldes silicona argentina, osito";"Molde Silicona Capibara | Resina Epoxi | Advance Coat";"? Molde Silicona Capibara de calidad pro. Silicona flexible, acabado brillante. Para llaveros, dijes y bijouterie. Envío gratis +$100K. ¡Empezá hoy!";"Advance Coat";SI;;;;
molde-buda-sentado;"Molde Silicona Buda Sentado - Diseño Espiritual";"Moldes de Silicona ";;;;;;;6,500.00;5,500.00;0.05;2.00;2.00;1.00;45;"Molde buda";;SI;NO;;"argentina, buda, buda resina, buenos aires, comprar moldes argentina, comprar online argentina, decoracion espiritual, envio argentina, fatima, feng shui, figura zen, mano, mano fatima, manos, manos fatima, molde acabado brillante, molde alta calidad, molde duradero, molde flexible, molde manualidades, molde para velas, molde profesional, molde resina epoxi, molde reutilizable, molde silicona, molde silicona para resina, molde silicona para resina epoxi, moldes para emprender, moldes para vender, moldes resina, moldes silicona, moldes silicona argentina, silicona";"Molde Silicona Buda Sentado | Resina Epoxi | Advance Coat";"? Molde Silicona Buda Sentado de calidad pro. Silicona flexible, acabado brillante. Para llaveros, dijes y bijouterie. Envío gratis +$100K. ¡Empezá hoy!";"Advance Coat";SI;;;;
molde-de-margarita-sin-un-petalo-198dc;"Molde Silicona Margarita Sin un Petalo - Diseño Floral Margaritas";"Moldes de Silicona ";;;;;;;7,000.00;6,000.00;0.03;1.00;1.00;2.00;94;"molde Margarita";;SI;NO;;"argentina, buenos aires, chapita mascota, comprar moldes argentina, comprar online argentina, envio argentina, flor, hojas, margarita, mascotas resina, molde acabado brillante, molde alta calidad, molde de flor, molde duradero, molde flexible, molde manualidades, molde para velas, molde profesional, molde resina epoxi, molde reutilizable, molde silicona, molde silicona para resina, molde silicona para resina epoxi, moldes para emprender, moldes para vender, moldes resina, moldes silicona, moldes silicona argentina, petalo, productos para perros, silicona";"Molde Silicona Margarita Sin un Petalo";"? Molde Silicona Margarita Sin un Petalo de calidad pro. Silicona flexible, acabado brillante. Para llaveros, dijes y bijouterie. Envío gratis +$100K. ¡Empez...";"Advance Coat";SI;;;;
molde-de-7-ositos-1s9wi;"Molde Silicona 7 Ositos - Diseño Kawaii con Ositos";"Moldes de Silicona ";;;;;;;7,500.00;6,500.00;0.02;1.00;1.00;1.00;89;"ositos x7";;SI;NO;;"argentina, buenos aires, comprar moldes argentina, comprar online argentina, envio argentina, formas, molde acabado brillante, molde alta calidad, molde de llavero, molde duradero, molde flexible, molde manualidades, molde osito, molde oso, molde para llavero de resina, molde patita, molde profesional, molde resina epoxi, molde reutilizable, molde silicona, molde silicona para resina, molde silicona para resina epoxi, moldes para emprender, moldes para vender, moldes resina, moldes silicona, moldes silicona argentina, osito kawaii, osito resina, ositos, oso, oso peluche resina, osos, plancha de ositos, plancha de osos";"Molde Silicona 7 Ositos | Resina Epoxi | Advance Coat";"? Molde Silicona 7 Ositos de calidad pro. Silicona flexible, acabado brillante. Para llaveros, dijes y bijouterie. Envío gratis +$100K. ¡Empezá hoy!";"Advance Coat";SI;;;;
caucho-de-silicona;"Caucho de Silicona 1:1 500gr - Crea Tus Propios Moldes Únicos";"Extras Para Resina, Moldes de Silicona ";;;;;;;50,000.00;45,000.00;0.50;6.00;8.00;11.00;1;"caucho de silicona";;SI;NO;;"accesorios para emprender, accesorios resina, advance coat, argentina, buenos aires, caucho de silicona, comprar online argentina, envio argentina, herramientas profesionales, herramientas resina epoxi, insumos manualidades, silicona para moldes, utiles resina";"Caucho de Silicona 1:1 | Advance Coat";;"Advance Coat";SI;;;;
tira-de-caracoles-para-mares-bhnfx;"Tira de Caracoles Para Mares - Decoraciones";"Arma Tu Propia Funda  > Adornos - Charms, Extras Para Resina";;;;;;;10,000.00;7,500.00;0.10;1.00;1.00;1.00;4;"1,5 caracoles";;SI;NO;;"accesorios para emprender, accesorios resina, adorno, adornos, advance coat, agregado, animal, animales, argentina, arte oceanico, buenos aires, caracoles, caracoles mar, charm, charms, comprar online argentina, conchillas resina, cuadro mar, discos de mar, envio argentina, escamas, extras para resina, glitter, glitters, herramientas profesionales, herramientas resina epoxi, insumos manualidades, mar, mar resina, mares, olas resina, rellenos marinos, resina cristal, resina epoxi, utiles resina";"Tira de caracoles para mares | Advance Coat";;"Advance Coat";SI;;;;
bolsa-de-arena-a767p;"Bolsa de Arena";"Arma Tu Propia Funda , Extras Para Resina";;;;;;;4,000.00;3,500.00;0.10;1.00;1.00;1.00;8;"bolsa arena";;SI;NO;;"accesorios para emprender, accesorios resina, adorno, adornos, advance coat, agregado, arena, arena decorativa, arena resina, argentina, bolsa arena, buenos aires, charms, color, colores, comprar online argentina, envio argentina, escamas, extras, extras para resina, herramientas profesionales, herramientas resina epoxi, insumos manualidades, relleno mar, resina cristal, resina epoxi, resina para accesorios, utiles resina";"Bolsa de Arena | Advance Coat";;"Advance Coat";SI;;;;
combo-para-hacer-mares-p4w0r;"Combo Olas y Mares - Cuadros Tipo Océano en Resina";"Combos > Combos iniciales, Combos > Otros combos";;;;;;;42,000.00;39,900.00;0.20;1.00;1.00;5.00;10;"150g + dr azul y verde + bel blanco + arena + caracoles";;SI;NO;;"arena, argentina, arte oceanico, buenos aires, caracoles, combo advance coat, combo emprendedor, combo mar, combo mares, combo resina, combo todo incluido, comprar combo resina argentina, comprar online argentina, cuadro mar, disco de mar, discos de mar, efecto agua, envio argentina, funda, fundas, kit completo principiantes, kit emprendimiento, kit hobbistas, kit manualidades, kit para empezar, kit para regalar, kit resina epoxi, mar, mar resina, mares, olas resina, resina epoxi, set resina epoxi";"Combo Olas y Mares | Advance Coat";;"Advance Coat";SI;;;;
molde-arbol-de-navidad-pequeno-ygke8;"Molde Silicona Árbol de Navidad Pequeño - Edición Navideña";"Moldes de Silicona ";;;;;;;16,000.00;12,000.00;0.08;1.00;1.00;5.00;10;"arbol navidad pequeño";;SI;NO;;"adornos arbol navidad, adornos navidenos, arbol, arbol navidad, argentina, base, buenos aires, comprar moldes argentina, comprar online argentina, decoracion navidad, envio argentina, formas, formas navidenas, foto, fotos, molde acabado brillante, molde alta calidad, molde duradero, molde flexible, molde manualidades, molde para llaveros, molde profesional, molde resina epoxi, molde reutilizable, molde silicona, molde silicona para resina, molde silicona para resina epoxi, moldes para emprender, moldes para vender, moldes resina, moldes silicona, moldes silicona argentina, navidad, navidad resina, regalos navidad";"Molde Silicona Árbol de Navidad Pequeño";"? Molde Silicona Árbol de Navidad Pequeño de calidad pro. Silicona flexible, acabado brillante. Para llaveros, dijes y bijouterie. Envío gratis +$100K. ¡Empe...";"Advance Coat";SI;;;;
combo-3-pinzas-para-accesorios-nib3d;"Combo 3 Pinzas Para Accesorios";"Combos > Combos de herramientas, Arma Tu Propia Funda  > Herramientas, Extras Para Resina";;;;;;;36,000.00;30,000.00;0.10;5.00;5.00;5.00;13;"combo 3 pinzas";;SI;NO;;"accesorios para emprender, accesorios resina, advance coat, agarrar, agarre, ajuste, alicate, argentina, argolla, buenos aires, combo, combo herramienta, combo herramientas, combo pinza, comprar online argentina, corte, envio argentina, herramientas profesionales, herramientas resina epoxi, insumos manualidades, kit llavero, llavero, molde pinzas, pinza, pinza manualidades, pinza precision, pinzas, pinzas resina, rosario, set pinza, set pinzas, utiles resina";"Combo 3 Pinzas para Accesorios | Advance Coat";;"Advance Coat";SI;;;;
pegamento-b7000-mffzs;"Pegamento B7000 - Adhesivo Profesional Para Bijouterie";"Arma Tu Propia Funda  > Herramientas, Extras Para Resina";;;;;;;12,000.00;;0.10;5.00;5.00;5.00;22;"pegamento b7000";;SI;NO;;"accesorios para emprender, accesorios resina, adhesivo, adhesivo b7000, advance coat, argentina, b7000, buenos aires, comprar online argentina, envio argentina, extras para resina, herramientas profesionales, herramientas resina epoxi, insumos manualidades, llaveros, pegamento, pegar, resina epoxi, utiles resina";"Pegamento B7000 | Advance Coat";;"Advance Coat";SI;;;;
combo-de-herramientas-para-hacer-accesorios-de-resina-epoxi-xkl81;"Combo de Herramientas para hacer Accesorios de Resina Epoxi";"Combos > Combos de herramientas, Arma Tu Propia Funda  > Herramientas, Extras Para Resina";;;;;;;60,000.00;54,000.00;0.40;5.00;5.00;5.00;5;"combo herramientas + pinza accesorios";;SI;NO;;"accesorios para emprender, accesorios resina, advance coat, argentina, balanza, balanza + vaso, balanza digital, balanza para resina, balanza y vaso, buenos aires, comprar online argentina, envio argentina, extras para resina, herramientas profesionales, herramientas resina epoxi, insumos manualidades, kit medicion, llaveros, medicion, medir, perforador para resina, perforadora, perforadora electrica, pitones, rebarbador, resina epoxi, soplete, soplete para resina, utiles resina, vaso, vaso medidor, vaso medir";"Combo de Herramientas para hacer Accesorios de Resina Epoxi";;"Advance Coat";SI;;;;
pinza-para-accesorios-l2l3v;"Pinza para Accesorios - Ensamble Profesional de Bijouterie";"Combos > Combos de herramientas, Arma Tu Propia Funda  > Herramientas, Extras Para Resina";Tipo;Pinza;;;;;12,000.00;;0.10;5.00;5.00;5.00;46;pinza;;SI;NO;;"accesorios para emprender, accesorios resina, advance coat, agarrar, agarre, alicate, argentina, buenos aires, combo pinza, combo pinzas, comprar online argentina, cortar, envio argentina, extras para resina, herramientas profesionales, herramientas resina epoxi, insumos manualidades, kit llavero, llavero, llaveros, molde para llaveros, pinza, pinza manualidades, pinza precision, pinzas, pinzas resina, resina epoxi, resina para accesorios, set pinza, set pinzas, utiles resina";"Pinza para Accesorios | Advance Coat";;"Advance Coat";SI;;;;
pinza-para-accesorios-l2l3v;;;Tipo;"Pinza Rosario";;;;;12,000.00;;0.10;5.00;5.00;5.00;11;"pinza rosario";;;;;;;;;;;;;
pinza-para-accesorios-l2l3v;;;Tipo;"Pinza Alicate";;;;;12,000.00;;0.10;5.00;5.00;5.00;8;"pinza alicate";;;;;;;;;;;;;
pack-3-caja-charms-flores-para-fundas;"Pack 3 Cajas Charms Flores - Decoración Premium Para Fundas";"Arma Tu Propia Funda  > Adornos - Charms, Extras Para Resina";;;;;;;10,000.00;8,500.00;0.05;1.00;1.00;1.00;0;"pack 3 cajas charms flores";;SI;NO;;"adorno, adornos, adornos fundas, advance coat, agregado, animal, animales, argentina, aros flores, buenos aires, charm, charms, charms decorativos, charms kawaii, charms manualidades, charms para fundas, charms resina, color, colores, comprar charms argentina, comprar online argentina, decoracion para llaveros, decorativos resina, envio argentina, escamas, extras, florales resina, flores resina, funda iphone, fundas celular, fundas con resina, fundas personalizadas, mini charms kawaii, primavera resina, rellenos resina";"Pack 3 Cajas Charms Flores | Advance Coat";"? Pack 3 Cajas Charms Flores decoración premium para fundas, llaveros y dijes. Envío gratis +$100K. 12 cuotas. ¡Diferenciate del mercado!";"Advance Coat";SI;;;;
flecos-de-hilo-largo-x-10-unidades;"Flecos de Hilo Largo x 10 - Terminación Premium Para Llaveros y Aros";"Extras Para Resina";Color;Negro;;;;;5,500.00;;0.05;1.00;1.00;1.00;0;flecoshilo;;SI;NO;;"accesorios, accesorios para emprender, accesorios resina, advance coat, argentina, bases para dijes, borla, borlas, buenos aires, comprar online argentina, dijes, envio argentina, extra, extras, extras para resina, fleco, fleco hilos, flecos, flecos gamuza, flecos hilo, flecos llaveros, herramientas profesionales, herramientas resina epoxi, hilo, hilos, insumos manualidades, molde para llaveros, pompones resina, resina para accesorios, terminaciones llaveros, utiles resina";"Flecos de Hilo Largo x 10 Para Llaveros | Advance Coat";"? Pack x 10 flecos de hilo largo para terminar llaveros y aros. Varios colores disponibles. Terminación premium para tu bijouterie.";"Advance Coat";SI;;;;
flecos-de-hilo-largo-x-10-unidades;;;Color;Celeste;;;;;5,500.00;;0.05;1.00;1.00;1.00;0;flecoshilo;;;;;;;;;;;;;
flecos-de-hilo-largo-x-10-unidades;;;Color;Azul;;;;;5,500.00;;0.05;1.00;1.00;1.00;0;flecoshilo;;;;;;;;;;;;;
flecos-de-hilo-largo-x-10-unidades;;;Color;Fucsia;;;;;5,500.00;;0.05;1.00;1.00;1.00;4;flecoshilo;;;;;;;;;;;;;
flecos-de-hilo-largo-x-10-unidades;;;Color;Verde;;;;;5,500.00;;0.05;1.00;1.00;1.00;3;flecoshilo;;;;;;;;;;;;;
flecos-de-hilo-largo-x-10-unidades;;;Color;Turquesa;;;;;5,500.00;;0.05;1.00;1.00;1.00;0;flecoshilo;;;;;;;;;;;;;
flecos-de-hilo-largo-x-10-unidades;;;Color;"Marron claro";;;;;5,500.00;;0.05;1.00;1.00;1.00;5;flecoshilo;;;;;;;;;;;;;
flecos-de-hilo-largo-x-10-unidades;;;Color;"Violeta claro";;;;;5,500.00;;0.05;1.00;1.00;1.00;0;flecoshilo;;;;;;;;;;;;;
flecos-de-hilo-largo-x-10-unidades;;;Color;"Verde Fluo";;;;;5,500.00;;0.05;1.00;1.00;1.00;2;flecoshilo;;;;;;;;;;;;;
mini-charms-de-flores;"Mini Charms Flores - Decoración Botánica Para Resina";"Arma Tu Propia Funda  > Adornos - Charms, Extras Para Resina";;;;;;;8,500.00;7,500.00;0.05;1.00;1.00;1.00;3;"50 charms flores";;SI;NO;;"adorno, adornos, adornos fundas, advance coat, agregado, animal, animales, argentina, aros flores, bijouterie mini, buenos aires, charms, charms decorativos, charms kawaii, charms manualidades, charms para fundas, charms resina, color, colores, comprar charms argentina, comprar online argentina, decoracion para llaveros, decorativos resina, envio argentina, escamas, extras, extras para resina, flor, florales resina, flores resina, mini charms kawaii, mini resina, miniaturas resina, primavera resina, rellenos resina";"Mini Charms Flores | Advance Coat";"? Mini Charms Flores decoración premium para fundas, llaveros y dijes. Envío gratis +$100K. 12 cuotas. ¡Diferenciate del mercado!";"Advance Coat";SI;;;;
mini-charms-de-conejos;"Mini Charms Conejos - Decoración Kawaii Para Resina";"Arma Tu Propia Funda  > Adornos - Charms, Extras Para Resina";;;;;;;8,500.00;7,500.00;0.05;1.00;1.00;1.00;4;"30 charms conejos";;SI;NO;;"adorno, adornos, adornos fundas, advance coat, agregado, animal, animales, argentina, bijouterie mini, buenos aires, charms, charms decorativos, charms kawaii, charms manualidades, charms para fundas, charms resina, color, colores, comprar charms argentina, comprar online argentina, conejito, conejitos, conejo, conejos, decoracion para llaveros, decorativos resina, envio argentina, escamas, extras, extras para resina, formas, mini charms kawaii, mini resina, miniaturas resina, rellenos resina";"Mini Charms Conejos | Advance Coat";"? Mini Charms Conejos decoración premium para fundas, llaveros y dijes. Envío gratis +$100K. 12 cuotas. ¡Diferenciate del mercado!";"Advance Coat";SI;;;;
molde-aros-modernos;"Molde Silicona Aros Modernos - Para Dijes Artesanales";;;;;;;;7,000.00;6,500.00;0.05;1.00;1.00;1.00;5;"molde aros modernos";;SI;NO;;"argentina, aritos, aritos modernos, aros, aros artesanales argentina, aros modernos, aros para emprender, aros resina epoxi, buenos aires, caja aros, cajita aros, colgante, colgantes, como hacer aros, comprar moldes argentina, comprar online argentina, envio argentina, llavero, llaveros, molde, molde acabado brillante, molde alta calidad, molde de colgante, molde duradero, molde flexible, molde manualidades, molde para aros, molde profesional, molde resina epoxi, molde reutilizable, molde silicona, moldes para emprender, moldes para vender, moldes resina, moldes silicona argentina";"Molde Silicona Aros Modernos | Resina Epoxi | Advance Coat";"? Molde Silicona Aros Modernos de calidad pro. Silicona flexible, acabado brillante. Para llaveros, dijes y bijouterie. Envío gratis +$100K. ¡Empezá hoy!";"Advance Coat";SI;;;;
mini-charms-de-animales;"Mini Charms Animales - Decoración Kawaii Variada";"Arma Tu Propia Funda  > Adornos - Charms, Extras Para Resina";;;;;;;8,500.00;7,500.00;0.05;1.00;1.00;1.00;3;"50 glitter acrilico animales";;SI;NO;;"acrilico, adorno, adornos, adornos fundas, advance coat, agregado, animal, animales, argentina, bijouterie mini, buenos aires, charms, charms decorativos, charms kawaii, charms manualidades, charms para fundas, charms resina, color, colores, comprar charms argentina, comprar online argentina, decoracion para llaveros, decorativos resina, envio argentina, escamas, extras, extras para resina, formas, funda, fundas, glitter, mini charms kawaii, mini resina, miniaturas resina, rellenos resina";"Mini Charms Animales | Advance Coat";"? Mini Charms Animales decoración premium para fundas, llaveros y dijes. Envío gratis +$100K. 12 cuotas. ¡Diferenciate del mercado!";"Advance Coat";SI;;;;
charms-de-frutas-medianas;"Charms Frutas Medianas - Decoración Tropical Para Resina";"Arma Tu Propia Funda  > Adornos - Charms, Extras Para Resina";;;;;;;8,500.00;7,500.00;0.05;1.00;1.00;1.00;3;"30 glitter acrilico frutas";;SI;NO;;"acrilico, adorno, adornos, adornos fundas, advance coat, agregado, argentina, buenos aires, charms, charms decorativos, charms kawaii, charms manualidades, charms para fundas, charms resina, color, colores, comprar charms argentina, comprar online argentina, decoracion para llaveros, decorativos resina, envio argentina, escamas, extras, extras para resina, formas, fruta, frutas, funda, fundas, glitter, glitters, mini charms kawaii, promocion, rellenos resina, resina cristal";"Charms Frutas Medianas | Advance Coat";"? Charms Frutas Medianas decoración premium para fundas, llaveros y dijes. Envío gratis +$100K. 12 cuotas. ¡Diferenciate del mercado!";"Advance Coat";SI;;;;
